time,open,high,low,close,vol,date
1636502400000,66947.67,69000.0,62822.9,64882.43,65171.504046,2021-11-10
1636588800000,64882.42,65600.07,64100.0,64774.26,37237.98058,2021-11-11
1636675200000,64774.25,65450.7,62278.0,64122.23,44490.10816,2021-11-12
1636761600000,64122.22,65000.0,63360.22,64380.0,22504.97383,2021-11-13
1636848000000,64380.01,65550.51,63576.27,65519.1,25705.07347,2021-11-14
1636934400000,65519.11,66401.82,63400.0,63606.74,37829.37124,2021-11-15
1637020800000,63606.73,63617.31,58574.07,60058.87,77455.15609,2021-11-16
1637107200000,60058.87,60840.23,58373.0,60344.87,46289.38491,2021-11-17
1637193600000,60344.86,60976.0,56474.26,56891.62,62146.99931,2021-11-18
1637280000000,56891.62,58320.0,55600.0,58052.24,50715.88726,2021-11-19
1637366400000,58057.1,59845.0,57353.0,59707.51,33811.5901,2021-11-20
1637452800000,59707.52,60029.76,58486.65,58622.02,31902.22785,2021-11-21
1637539200000,58617.7,59444.0,55610.0,56247.18,51724.32047,2021-11-22
1637625600000,56243.83,58009.99,55317.0,57541.27,49917.85017,2021-11-23
1637712000000,57541.26,57735.0,55837.0,57138.29,39612.04964,2021-11-24
1637798400000,57138.29,59398.9,57000.0,58960.36,42153.51522,2021-11-25
1637884800000,58960.37,59150.0,53500.0,53726.53,65927.87066,2021-11-26
1637971200000,53723.72,55280.0,53610.0,54721.03,29716.99957,2021-11-27
1638057600000,54716.47,57445.05,53256.64,57274.88,36163.7137,2021-11-28
1638144000000,57274.89,58865.97,56666.67,57776.25,40125.28009,2021-11-29
1638230400000,57776.25,59176.99,55875.55,56950.56,49161.05194,2021-11-30
1638316800000,56950.56,59053.55,56458.01,57184.07,44956.63656,2021-12-01
1638403200000,57184.07,57375.47,55777.77,56480.34,37574.05976,2021-12-02
1638489600000,56484.26,57600.0,51680.0,53601.05,58927.69027,2021-12-03
1638576000000,53601.05,53859.1,42000.3,49152.47,114203.373748,2021-12-04
1638662400000,49152.46,49699.05,47727.21,49396.33,45580.82012,2021-12-05
1638748800000,49396.32,50891.11,47100.0,50441.92,58571.21575,2021-12-06
1638835200000,50441.91,51936.33,50039.74,50588.95,38253.46877,2021-12-07
1638921600000,50588.95,51200.0,48600.0,50471.19,38425.92466,2021-12-08
1639008000000,50471.19,50797.76,47320.0,47545.59,37692.68665,2021-12-09
1639094400000,47535.9,50125.0,46852.0,47140.54,44233.57391,2021-12-10
1639180800000,47140.54,49485.71,46751.0,49389.99,28889.19358,2021-12-11
1639267200000,49389.99,50777.0,48638.0,50053.9,26017.93421,2021-12-12
1639353600000,50053.9,50189.97,45672.75,46702.75,50869.52093,2021-12-13
1639440000000,46702.76,48700.41,46290.0,48343.28,39955.98445,2021-12-14
1639526400000,48336.95,49500.0,46547.0,48864.98,51629.181,2021-12-15
1639612800000,48864.98,49436.43,47511.0,47632.38,31949.86739,2021-12-16
1639699200000,47632.38,47995.96,45456.0,46131.2,43104.4887,2021-12-17
1639785600000,46133.83,47392.37,45500.0,46834.48,25020.05271,2021-12-18
1639872000000,46834.47,48300.01,46406.91,46681.23,29305.70665,2021-12-19
1639958400000,46681.24,47537.57,45558.85,46914.16,35848.50609,2021-12-20
1640044800000,46914.17,49328.96,46630.0,48889.88,37713.92924,2021-12-21
1640131200000,48887.59,49576.13,48421.87,48588.16,27004.2022,2021-12-22
1640217600000,48588.17,51375.0,47920.42,50838.81,35192.54046,2021-12-23
1640304000000,50838.82,51810.0,50384.43,50820.0,31684.84269,2021-12-24
1640390400000,50819.99,51156.23,50142.32,50399.66,19135.51613,2021-12-25
1640476800000,50399.67,51280.0,49412.0,50775.49,22569.88914,2021-12-26
1640563200000,50775.48,52088.0,50449.0,50701.44,28792.21566,2021-12-27
1640649600000,50701.44,50704.05,47313.01,47543.74,45853.33924,2021-12-28
1640736000000,47543.74,48139.08,46096.99,46464.66,39498.87,2021-12-29
1640822400000,46464.66,47900.0,45900.0,47120.87,30352.29569,2021-12-30
1640908800000,47120.88,48548.26,45678.0,46216.93,34937.99796,2021-12-31
1640995200000,46216.93,47954.63,46208.37,47722.65,19604.46325,2022-01-01
1641081600000,47722.66,47990.0,46654.0,47286.18,18340.4604,2022-01-02
1641168000000,47286.18,47570.0,45696.0,46446.1,27662.0771,2022-01-03
1641254400000,46446.1,47557.54,45500.0,45832.01,35491.4136,2022-01-04
1641340800000,45832.01,47070.0,42500.0,43451.13,51784.11857,2022-01-05
1641427200000,43451.14,43816.0,42430.58,43082.31,38880.37305,2022-01-06
1641513600000,43082.3,43145.83,40610.0,41566.48,54836.50818,2022-01-07
1641600000000,41566.48,42300.0,40501.0,41679.74,32952.73111,2022-01-08
1641686400000,41679.74,42786.7,41200.02,41864.62,22724.39426,2022-01-09
1641772800000,41864.62,42248.5,39650.0,41822.49,50729.17019,2022-01-10
1641859200000,41822.49,43100.0,41268.93,42729.29,37296.43729,2022-01-11
1641945600000,42729.29,44322.0,42450.0,43902.66,33943.2928,2022-01-12
1642032000000,43902.65,44500.0,42311.22,42560.11,34910.87762,2022-01-13
1642118400000,42558.35,43448.78,41725.95,43059.96,32640.88292,2022-01-14
1642204800000,43059.96,43800.0,42555.0,43084.29,21936.05616,2022-01-15
1642291200000,43084.29,43475.0,42581.79,43071.66,20602.35271,2022-01-16
1642377600000,43071.66,43176.18,41540.42,42201.62,27562.08613,2022-01-17
